Sale ID,Product Name,Category,Price,Quantity,Customer Age,Customer Gender,Discount,Payment Method,Region,Sale Date,Total Sales
8057,Laptop,Electronics,188.27,4,56,Male,0.02,PayPal,North America,2024-09-11,738.02
8058,Smartwatch,Electronics,652.05,7,19,Female,0.07,Bank Transfer,South America,2023-07-19,4244.85
8059,Tablet,Electronics,478.84,2,60,Male,0.08,Debit Card,North America,2024-01-19,881.07
8060,Smartwatch,Electronics,117.31,4,51,Female,0.16,Debit Card,North America,2024-01-03,394.16
8061,Tablet,Electronics,782.74,3,47,Female,0.1,Bank Transfer,South America,2024-09-21,2113.4
8062,Smartphone,Electronics,1015.27,1,29,Male,0.0,Debit Card,North America,2024-06-01,1015.27
8063,Laptop,Electronics,1263.74,4,62,Male,0.25,Debit Card,Asia,2024-07-26,3791.22
8064,Tablet,Electronics,1298.57,10,43,Female,0.09,Credit Card,North America,2024-02-29,11816.99
8065,Smartphone,Electronics,55.13,9,59,Female,0.06,Bank Transfer,Africa,2023-03-09,466.4
8066,Smartwatch,Electronics,1013.67,3,28,Male,0.14,Bank Transfer,Africa,2024-08-20,2615.27
8067,Smartphone,Electronics,849.54,3,52,Female,0.24,PayPal,South America,2024-02-07,1936.95
8068,Smartwatch,Electronics,1165.06,9,41,Female,0.24,Credit Card,Africa,2023-04-10,7969.01
8069,Smartwatch,Electronics,760.31,2,46,Male,0.08,PayPal,Europe,2024-10-08,1398.97
8070,Smartphone,Electronics,143.33,9,29,Female,0.01,Bank Transfer,Asia,2023-12-20,1277.07
8071,Smartwatch,Electronics,814.93,9,63,Male,0.08,Debit Card,Europe,2023-11-05,6747.62
8072,Smartwatch,Electronics,388.84,1,36,Female,0.22,Debit Card,Asia,2024-10-28,303.3
8073,Headphones,Accessories,1312.4,2,59,Female,0.06,Debit Card,Africa,2024-01-18,2467.31
8074,Headphones,Accessories,870.58,8,59,Female,0.27,Bank Transfer,South America,2024-08-18,5084.19
8075,Tablet,Electronics,1324.35,3,38,Female,0.15,Bank Transfer,Europe,2024-06-08,3377.09
8076,Smartwatch,Electronics,1009.76,1,37,Male,0.18,Bank Transfer,Asia,2024-08-07,828.0
8077,Headphones,Accessories,695.95,4,54,Male,0.04,Credit Card,North America,2024-02-13,2672.45
8078,Tablet,Electronics,209.2,4,48,Female,0.26,Credit Card,North America,2023-01-28,619.23
8079,Smartwatch,Electronics,1402.17,4,46,Male,0.04,Credit Card,South America,2024-06-05,5384.33
8080,Headphones,Accessories,908.55,6,41,Male,0.28,PayPal,Asia,2024-10-23,3924.94
8081,Smartphone,Electronics,314.62,2,34,Female,0.1,Credit Card,North America,2023-06-02,566.32
8082,Tablet,Electronics,1067.65,10,22,Female,0.17,Credit Card,South America,2024-08-29,8861.49
8083,Tablet,Electronics,1459.97,8,37,Female,0.24,PayPal,North America,2024-03-05,8876.62
8084,Headphones,Accessories,1220.26,7,48,Male,0.14,Credit Card,Asia,2023-10-28,7345.97
8085,Headphones,Accessories,1247.47,7,43,Male,0.28,Credit Card,Africa,2024-09-23,6287.25
8086,Tablet,Electronics,1055.05,1,25,Female,0.0,Debit Card,South America,2024-05-28,1055.05
8087,Laptop,Electronics,342.93,7,18,Female,0.23,Bank Transfer,South America,2023-09-14,1848.39
8088,Tablet,Electronics,289.35,4,61,Male,0.26,PayPal,Africa,2023-10-26,856.48
8089,Smartwatch,Electronics,1140.47,5,31,Male,0.02,Debit Card,Africa,2024-09-14,5588.3
8090,Headphones,Accessories,87.57,5,37,Female,0.24,PayPal,Europe,2023-03-24,332.77
8091,Smartphone,Electronics,647.47,3,27,Male,0.27,Credit Card,South America,2024-07-14,1417.96
8092,Tablet,Electronics,726.19,1,24,Male,0.09,Credit Card,North America,2023-06-12,660.83
8093,Smartwatch,Electronics,744.41,2,20,Male,0.17,PayPal,North America,2025-01-02,1235.72
8094,Smartwatch,Electronics,161.18,5,39,Male,0.05,Credit Card,North America,2023-06-18,765.61
8095,Headphones,Accessories,366.04,5,32,Female,0.09,PayPal,North America,2024-01-06,1665.48
8096,Headphones,Accessories,812.52,3,32,Male,0.24,Debit Card,North America,2025-01-06,1852.55
8097,Tablet,Electronics,1454.98,6,65,Female,0.18,Debit Card,Africa,2023-10-10,7158.5
8098,Headphones,Accessories,69.82,4,25,Female,0.19,Bank Transfer,Asia,2023-06-05,226.22
8099,Laptop,Electronics,857.64,5,60,Female,0.02,Bank Transfer,South America,2024-01-03,4202.44
8100,Headphones,Accessories,1022.65,4,19,Male,0.29,Credit Card,Europe,2023-04-24,2904.33
8101,Headphones,Accessories,943.14,1,44,Female,0.03,Credit Card,South America,2024-03-13,914.85
8102,Laptop,Electronics,279.79,7,61,Male,0.2,Bank Transfer,South America,2024-10-08,1566.82
8103,Smartwatch,Electronics,1181.28,10,19,Male,0.03,Credit Card,Africa,2024-04-02,11458.42
8104,Headphones,Accessories,83.46,5,44,Female,0.19,Bank Transfer,Asia,2023-04-25,338.01
8105,Smartphone,Electronics,641.76,9,34,Female,0.06,Debit Card,North America,2023-10-28,5429.29
8106,Headphones,Accessories,1388.23,5,54,Female,0.21,PayPal,South America,2023-01-07,5483.51
8107,Smartwatch,Electronics,1372.49,5,25,Male,0.17,PayPal,North America,2023-03-08,5695.83
8108,Tablet,Electronics,898.58,8,36,Female,0.15,Debit Card,South America,2023-10-10,6110.34
8109,Smartwatch,Electronics,125.07,9,23,Female,0.23,PayPal,Asia,2023-02-12,866.74
8110,Laptop,Electronics,147.79,9,41,Male,0.3,PayPal,South America,2023-04-14,931.08
8111,Headphones,Accessories,807.23,1,31,Male,0.22,Debit Card,North America,2024-07-21,629.64
8112,Headphones,Accessories,880.76,8,32,Male,0.08,Debit Card,Asia,2024-09-16,6482.39
8113,Tablet,Electronics,1162.58,10,29,Male,0.16,Bank Transfer,South America,2024-08-02,9765.67
8114,Smartwatch,Electronics,1329.55,9,19,Female,0.01,PayPal,South America,2025-01-08,11846.29
8115,Headphones,Accessories,946.09,5,50,Female,0.3,Bank Transfer,South America,2024-09-30,3311.31
8116,Smartwatch,Electronics,1069.35,10,51,Male,0.03,PayPal,South America,2023-02-20,10372.69
8117,Smartphone,Electronics,614.11,8,22,Male,0.25,Debit Card,Europe,2024-07-27,3684.66
8118,Laptop,Electronics,426.34,10,29,Female,0.14,Credit Card,South America,2023-10-27,3666.52
8119,Laptop,Electronics,421.68,10,20,Female,0.26,Debit Card,Africa,2024-07-19,3120.43
8120,Tablet,Electronics,406.79,8,54,Male,0.08,Bank Transfer,North America,2023-07-31,2993.97
8121,Smartwatch,Electronics,182.6,4,46,Male,0.3,Bank Transfer,Asia,2024-08-10,511.28
8122,Smartwatch,Electronics,1329.98,1,40,Female,0.1,PayPal,Africa,2023-05-30,1196.98
8123,Laptop,Electronics,1197.33,1,19,Female,0.18,Bank Transfer,North America,2024-02-19,981.81
8124,Smartwatch,Electronics,137.31,1,47,Male,0.01,Bank Transfer,Asia,2024-09-25,135.94
8125,Tablet,Electronics,146.77,2,40,Female,0.18,Bank Transfer,Europe,2024-03-31,240.7
8126,Laptop,Electronics,909.8,10,20,Female,0.07,Bank Transfer,Asia,2025-01-28,8461.14
8127,Smartwatch,Electronics,861.62,9,37,Male,0.3,Credit Card,South America,2023-07-02,5428.21
8128,Headphones,Accessories,493.76,2,42,Female,0.26,Bank Transfer,Europe,2024-02-17,730.76
8129,Laptop,Electronics,229.03,9,44,Female,0.27,Bank Transfer,Europe,2023-01-02,1504.73
8130,Smartwatch,Electronics,209.24,5,42,Male,0.24,Credit Card,Europe,2024-04-22,795.11
8131,Smartwatch,Electronics,826.86,5,43,Male,0.1,PayPal,Europe,2024-05-24,3720.87
8132,Tablet,Electronics,753.33,5,60,Male,0.1,Debit Card,Asia,2023-06-09,3389.99
8133,Smartwatch,Electronics,203.9,6,25,Female,0.23,Credit Card,Asia,2024-07-13,942.02
8134,Smartwatch,Electronics,141.21,7,20,Female,0.22,Debit Card,Africa,2024-06-09,771.01
8135,Laptop,Electronics,602.72,3,20,Female,0.22,Bank Transfer,South America,2024-09-16,1410.36
8136,Laptop,Electronics,88.91,8,63,Male,0.14,Debit Card,Africa,2023-10-04,611.7
8137,Headphones,Accessories,472.59,8,45,Female,0.25,Credit Card,Africa,2023-01-18,2835.54
8138,Smartwatch,Electronics,699.16,6,33,Male,0.14,PayPal,Asia,2023-04-30,3607.67
8139,Headphones,Accessories,1207.38,6,36,Female,0.16,Bank Transfer,Europe,2023-07-29,6085.2
8140,Headphones,Accessories,1442.69,8,30,Female,0.07,PayPal,North America,2023-01-19,10733.61
8141,Smartwatch,Electronics,850.41,4,39,Female,0.1,Bank Transfer,Europe,2024-04-14,3061.48
8142,Smartwatch,Electronics,1425.16,6,50,Male,0.01,PayPal,Asia,2023-06-27,8465.45
8143,Smartphone,Electronics,130.14,1,21,Female,0.11,Credit Card,North America,2023-09-13,115.82
8144,Headphones,Accessories,1239.79,10,45,Female,0.04,Credit Card,Asia,2024-03-20,11901.98
8145,Tablet,Electronics,1040.83,9,36,Female,0.16,Credit Card,Europe,2024-06-14,7868.67
8146,Tablet,Electronics,912.2,6,31,Male,0.17,Debit Card,North America,2024-01-26,4542.76
8147,Smartwatch,Electronics,168.75,3,22,Female,0.18,PayPal,Asia,2023-05-08,415.13
8148,Smartphone,Electronics,1128.2,5,65,Female,0.01,PayPal,Asia,2024-08-17,5584.59
8149,Smartwatch,Electronics,636.61,10,63,Female,0.02,Bank Transfer,Africa,2023-09-29,6238.78
8150,Smartphone,Electronics,357.36,1,36,Male,0.09,Debit Card,Africa,2024-11-14,325.2
8151,Tablet,Electronics,542.95,2,25,Male,0.07,Bank Transfer,Europe,2024-09-22,1009.89
8152,Smartphone,Electronics,295.41,8,25,Female,0.07,Credit Card,Africa,2023-02-24,2197.85
8153,Tablet,Electronics,532.9,3,61,Female,0.17,Credit Card,Asia,2023-05-09,1326.92
8154,Smartwatch,Electronics,192.11,6,60,Female,0.13,Debit Card,South America,2023-03-22,1002.81
8155,Laptop,Electronics,741.17,2,25,Male,0.13,Credit Card,South America,2023-01-11,1289.64
8156,Smartphone,Electronics,774.05,6,41,Female,0.04,Debit Card,North America,2023-06-03,4458.53
8157,Smartphone,Electronics,1207.0,10,28,Male,0.19,Bank Transfer,Africa,2024-05-20,9776.7
8158,Tablet,Electronics,1139.49,5,51,Female,0.05,Credit Card,Africa,2023-03-05,5412.58
8159,Tablet,Electronics,1339.79,8,22,Male,0.08,PayPal,Africa,2023-02-23,9860.85
8160,Smartwatch,Electronics,1254.79,9,40,Male,0.26,Credit Card,North America,2023-02-12,8356.9
8161,Laptop,Electronics,86.17,10,33,Female,0.24,Bank Transfer,Europe,2023-05-01,654.89
8162,Smartphone,Electronics,1485.07,10,24,Male,0.25,Bank Transfer,Europe,2024-09-08,11138.02
8163,Laptop,Electronics,1468.66,4,53,Male,0.29,Bank Transfer,Asia,2024-11-04,4170.99
8164,Laptop,Electronics,286.91,3,51,Female,0.14,PayPal,South America,2024-08-07,740.23
8165,Headphones,Accessories,511.15,2,64,Male,0.27,PayPal,South America,2023-06-07,746.28
8166,Smartwatch,Electronics,733.46,1,38,Female,0.1,Bank Transfer,Europe,2023-01-02,660.11
8167,Smartwatch,Electronics,878.31,5,29,Male,0.13,Bank Transfer,Asia,2024-07-28,3820.65
8168,Smartphone,Electronics,768.78,3,29,Male,0.26,Bank Transfer,Europe,2023-05-01,1706.69
8169,Smartwatch,Electronics,793.91,10,24,Female,0.21,Bank Transfer,Africa,2023-11-21,6271.89
8170,Smartphone,Electronics,265.49,6,41,Female,0.04,PayPal,South America,2024-06-22,1529.22
8171,Laptop,Electronics,208.33,10,49,Female,0.25,PayPal,Europe,2023-04-12,1562.48
8172,Tablet,Electronics,121.78,6,36,Male,0.2,Credit Card,South America,2023-11-12,584.54
8173,Smartwatch,Electronics,1408.5,4,31,Female,0.29,PayPal,Europe,2023-06-18,4000.14
8174,Laptop,Electronics,136.47,6,21,Male,0.29,PayPal,Europe,2025-02-07,581.36
8175,Laptop,Electronics,675.73,5,62,Male,0.02,PayPal,Asia,2023-09-23,3311.08
8176,Smartphone,Electronics,550.32,1,59,Female,0.01,Credit Card,Africa,2024-08-26,544.82
8177,Headphones,Accessories,136.23,2,26,Male,0.1,Bank Transfer,Asia,2023-02-01,245.21
8178,Smartphone,Electronics,809.02,4,40,Male,0.19,Credit Card,Asia,2024-10-23,2621.22
8179,Tablet,Electronics,543.06,6,34,Female,0.09,Credit Card,Europe,2024-01-21,2965.11
8180,Laptop,Electronics,66.44,5,57,Male,0.25,Debit Card,Africa,2023-03-13,249.15
8181,Laptop,Electronics,649.46,3,39,Male,0.12,Debit Card,Asia,2023-08-26,1714.57
8182,Headphones,Accessories,985.22,1,49,Female,0.16,PayPal,Africa,2024-01-17,827.58
8183,Tablet,Electronics,897.26,4,53,Male,0.19,PayPal,Asia,2024-01-22,2907.12
8184,Headphones,Accessories,410.32,9,42,Female,0.26,Credit Card,Africa,2023-05-16,2732.73
8185,Smartwatch,Electronics,532.76,4,33,Male,0.26,Bank Transfer,Africa,2023-09-04,1576.97
8186,Laptop,Electronics,313.57,7,33,Male,0.21,Credit Card,Europe,2023-10-24,1734.04
8187,Laptop,Electronics,609.65,4,35,Female,0.29,Credit Card,Europe,2023-05-28,1731.41
8188,Smartwatch,Electronics,1033.74,2,43,Female,0.17,PayPal,Asia,2024-05-26,1716.01
8189,Tablet,Electronics,589.5,10,32,Female,0.11,Bank Transfer,Africa,2025-01-08,5246.55
8190,Laptop,Electronics,1497.51,5,38,Male,0.09,PayPal,Africa,2024-05-25,6813.67
8191,Laptop,Electronics,852.08,7,54,Male,0.04,PayPal,Asia,2024-10-17,5725.98
8192,Headphones,Accessories,1366.25,3,49,Male,0.02,Debit Card,South America,2023-04-11,4016.78
8193,Smartphone,Electronics,847.72,4,23,Male,0.2,Debit Card,Europe,2024-05-28,2712.7
8194,Headphones,Accessories,206.57,3,33,Male,0.29,Credit Card,South America,2024-07-22,439.99
8195,Headphones,Accessories,502.47,1,26,Female,0.28,Bank Transfer,North America,2024-04-19,361.78
8196,Laptop,Electronics,329.24,1,58,Male,0.15,Bank Transfer,Europe,2023-09-08,279.85
8197,Laptop,Electronics,268.98,7,27,Male,0.13,Bank Transfer,North America,2023-02-04,1638.09
8198,Smartwatch,Electronics,1178.81,3,28,Male,0.1,Credit Card,North America,2023-12-08,3182.79
8199,Laptop,Electronics,810.96,7,56,Male,0.26,Bank Transfer,North America,2023-04-10,4200.77
8200,Smartwatch,Electronics,269.09,9,25,Female,0.08,PayPal,Asia,2024-07-19,2228.07
8201,Laptop,Electronics,989.34,10,34,Male,0.18,PayPal,South America,2023-11-12,8112.59
8202,Headphones,Accessories,348.58,2,42,Male,0.28,PayPal,Asia,2023-06-17,501.96
8203,Smartwatch,Electronics,1401.03,2,22,Female,0.15,PayPal,Europe,2023-09-29,2381.75
8204,Smartwatch,Electronics,76.46,8,18,Male,0.12,Credit Card,South America,2024-03-14,538.28
8205,Headphones,Accessories,1024.25,6,56,Female,0.23,PayPal,South America,2024-03-14,4732.03
8206,Tablet,Electronics,1351.58,10,47,Female,0.05,Debit Card,North America,2023-04-10,12840.01
8207,Smartphone,Electronics,1104.27,3,57,Male,0.26,Credit Card,North America,2023-06-20,2451.48
8208,Headphones,Accessories,1432.44,2,55,Female,0.05,Bank Transfer,Africa,2024-08-21,2721.64
8209,Headphones,Accessories,344.8,4,34,Male,0.19,Credit Card,Africa,2023-02-27,1117.15
8210,Tablet,Electronics,985.47,7,20,Female,0.0,Credit Card,Asia,2023-11-16,6898.29
8211,Laptop,Electronics,150.31,2,64,Female,0.23,Credit Card,Europe,2024-03-05,231.48
8212,Headphones,Accessories,512.71,4,33,Female,0.12,Credit Card,Asia,2023-02-26,1804.74
8213,Laptop,Electronics,1124.43,1,40,Female,0.22,Credit Card,Europe,2023-03-08,877.06
8214,Smartphone,Electronics,557.73,3,27,Male,0.26,Debit Card,South America,2024-08-28,1238.16
8215,Headphones,Accessories,872.04,4,40,Male,0.27,Credit Card,Africa,2023-03-22,2546.36
8216,Smartphone,Electronics,597.2,10,64,Female,0.06,Debit Card,Europe,2024-06-23,5613.68
8217,Laptop,Electronics,117.83,7,24,Male,0.02,Bank Transfer,Europe,2023-11-28,808.31
8218,Smartphone,Electronics,819.85,3,57,Female,0.15,Bank Transfer,Europe,2023-03-29,2090.62
8219,Smartwatch,Electronics,1001.14,5,21,Female,0.02,Debit Card,Africa,2023-11-13,4905.59
8220,Tablet,Electronics,1280.98,4,21,Female,0.29,Credit Card,South America,2023-03-23,3637.98
8221,Smartwatch,Electronics,1285.63,8,57,Female,0.05,Credit Card,Africa,2024-09-11,9770.79
8222,Smartphone,Electronics,198.4,1,24,Female,0.3,Bank Transfer,North America,2024-04-11,138.88
8223,Smartwatch,Electronics,1193.13,6,32,Male,0.27,PayPal,Africa,2024-03-27,5225.91
8224,Laptop,Electronics,61.53,8,53,Male,0.28,Debit Card,South America,2023-04-11,354.41
8225,Smartphone,Electronics,190.2,5,59,Female,0.29,Bank Transfer,Europe,2024-04-14,675.21
8226,Tablet,Electronics,220.03,3,64,Female,0.15,Credit Card,Africa,2024-06-08,561.08
8227,Tablet,Electronics,234.13,10,48,Male,0.14,PayPal,Asia,2024-04-21,2013.52
8228,Headphones,Accessories,755.22,7,62,Female,0.07,PayPal,South America,2024-12-27,4916.48
8229,Tablet,Electronics,1342.63,7,43,Male,0.01,Debit Card,Asia,2023-02-28,9304.43
8230,Tablet,Electronics,941.72,7,23,Female,0.19,Credit Card,Africa,2024-07-30,5339.55
8231,Smartphone,Electronics,129.18,1,37,Male,0.03,PayPal,Asia,2023-03-25,125.3
8232,Tablet,Electronics,1250.44,8,29,Female,0.05,Debit Card,North America,2024-05-02,9503.34
8233,Laptop,Electronics,694.95,1,31,Male,0.06,Debit Card,Africa,2024-06-08,653.25
8234,Smartwatch,Electronics,1087.69,9,43,Female,0.21,Credit Card,South America,2024-05-19,7733.48
8235,Headphones,Accessories,1003.46,6,40,Male,0.09,Debit Card,Europe,2024-01-07,5478.89
8236,Headphones,Accessories,1269.22,2,49,Female,0.21,Credit Card,Europe,2024-12-11,2005.37
8237,Headphones,Accessories,1302.12,1,33,Female,0.15,Credit Card,North America,2023-10-19,1106.8
8238,Headphones,Accessories,1346.33,8,37,Female,0.19,Credit Card,Europe,2024-12-20,8724.22
8239,Tablet,Electronics,125.61,10,25,Male,0.03,Bank Transfer,Africa,2023-05-28,1218.42
8240,Smartwatch,Electronics,603.28,1,25,Female,0.02,Debit Card,South America,2023-11-10,591.21
8241,Smartphone,Electronics,1045.57,1,54,Female,0.05,Credit Card,South America,2023-04-01,993.29
8242,Smartwatch,Electronics,1332.55,8,52,Female,0.06,Bank Transfer,North America,2024-07-11,10020.78
8243,Laptop,Electronics,1364.2,4,18,Male,0.16,Bank Transfer,Asia,2023-05-02,4583.71
8244,Laptop,Electronics,261.74,3,38,Male,0.02,Bank Transfer,Europe,2024-11-26,769.52
8245,Tablet,Electronics,126.32,10,62,Male,0.04,Debit Card,Africa,2023-06-26,1212.67
8246,Headphones,Accessories,847.91,3,59,Female,0.17,Credit Card,Europe,2024-02-24,2111.3
8247,Headphones,Accessories,428.45,1,52,Female,0.2,Bank Transfer,Africa,2023-03-26,342.76
8248,Laptop,Electronics,1175.67,8,33,Female,0.19,Bank Transfer,Africa,2024-09-21,7618.34
8249,Smartwatch,Electronics,1392.21,7,42,Female,0.16,Credit Card,Europe,2024-08-16,8186.19
8250,Smartphone,Electronics,1485.34,1,35,Male,0.04,Bank Transfer,North America,2023-09-15,1425.93
8251,Smartphone,Electronics,747.93,8,56,Female,0.22,Debit Card,Asia,2024-08-01,4667.08
8252,Smartphone,Electronics,400.74,10,62,Male,0.15,Debit Card,Africa,2024-05-14,3406.29
8253,Tablet,Electronics,467.49,6,46,Female,0.14,PayPal,Asia,2024-12-14,2412.25
8254,Headphones,Accessories,82.68,4,58,Female,0.06,PayPal,North America,2025-01-12,310.88
8255,Laptop,Electronics,1039.06,1,42,Male,0.06,Bank Transfer,North America,2024-11-28,976.72
8256,Tablet,Electronics,140.32,8,32,Female,0.12,Debit Card,Africa,2024-06-13,987.85
8257,Smartphone,Electronics,610.51,6,37,Female,0.01,Credit Card,Africa,2023-06-13,3626.43
8258,Smartwatch,Electronics,367.55,10,22,Female,0.17,Credit Card,Africa,2024-01-15,3050.66
8259,Smartphone,Electronics,862.78,6,24,Female,0.1,PayPal,South America,2024-02-19,4659.01
8260,Headphones,Accessories,176.85,7,45,Female,0.28,PayPal,Asia,2023-05-21,891.32
8261,Laptop,Electronics,1116.86,8,54,Female,0.07,Bank Transfer,North America,2024-10-05,8309.44
8262,Smartwatch,Electronics,905.68,8,29,Female,0.19,Credit Card,Europe,2023-11-01,5868.81
8263,Smartwatch,Electronics,1070.18,4,50,Female,0.24,Bank Transfer,South America,2023-05-05,3253.35
8264,Headphones,Accessories,1415.0,9,38,Male,0.15,Bank Transfer,Europe,2024-07-04,10824.75
8265,Headphones,Accessories,300.64,6,37,Male,0.1,Bank Transfer,Asia,2023-05-04,1623.46
8266,Tablet,Electronics,592.7,6,62,Male,0.24,Credit Card,South America,2025-01-18,2702.71
8267,Tablet,Electronics,1418.56,7,61,Female,0.19,PayPal,Europe,2024-05-27,8043.24
8268,Headphones,Accessories,65.36,2,51,Female,0.12,Credit Card,North America,2024-05-04,115.03
8269,Tablet,Electronics,805.71,8,63,Male,0.18,PayPal,Africa,2023-07-21,5285.46
8270,Smartwatch,Electronics,577.67,2,45,Male,0.11,Credit Card,Europe,2023-03-11,1028.25
8271,Headphones,Accessories,515.44,8,59,Male,0.29,PayPal,North America,2023-02-26,2927.7
8272,Laptop,Electronics,628.39,10,65,Male,0.01,Bank Transfer,Asia,2024-11-25,6221.06
8273,Headphones,Accessories,1301.97,9,28,Female,0.03,PayPal,Europe,2024-03-23,11366.2
8274,Tablet,Electronics,610.05,9,39,Male,0.06,PayPal,Asia,2023-12-31,5161.02
8275,Laptop,Electronics,393.82,10,46,Female,0.1,Bank Transfer,Asia,2023-07-16,3544.38
8276,Headphones,Accessories,234.14,5,56,Female,0.16,PayPal,North America,2023-02-10,983.39
8277,Laptop,Electronics,1296.57,8,64,Female,0.23,Credit Card,Europe,2023-08-09,7986.87
8278,Smartphone,Electronics,907.02,1,47,Female,0.12,Credit Card,Africa,2024-11-14,798.18
8279,Smartphone,Electronics,1274.94,6,64,Male,0.11,Bank Transfer,North America,2024-01-04,6808.18
8280,Headphones,Accessories,882.45,3,46,Male,0.19,Credit Card,North America,2023-06-23,2144.35
8281,Tablet,Electronics,820.85,7,54,Female,0.23,Bank Transfer,North America,2024-12-10,4424.38
8282,Smartphone,Electronics,257.39,9,48,Female,0.07,Credit Card,Asia,2023-01-02,2154.35
8283,Headphones,Accessories,828.0,5,18,Female,0.15,PayPal,North America,2023-06-15,3519.0
8284,Laptop,Electronics,1341.74,3,65,Male,0.07,PayPal,Asia,2024-10-16,3743.45
8285,Headphones,Accessories,1217.3,4,34,Female,0.04,Credit Card,Europe,2023-04-08,4674.43
8286,Laptop,Electronics,402.23,8,50,Male,0.08,Credit Card,North America,2023-06-23,2960.41
8287,Smartphone,Electronics,586.63,10,32,Female,0.05,Debit Card,Europe,2023-11-08,5572.98
8288,Laptop,Electronics,807.32,4,51,Male,0.04,Credit Card,Europe,2023-03-21,3100.11
8289,Smartphone,Electronics,1166.29,8,20,Female,0.03,PayPal,South America,2023-07-15,9050.41
8290,Smartwatch,Electronics,1346.48,7,48,Female,0.09,Bank Transfer,Europe,2024-07-16,8577.08
8291,Laptop,Electronics,786.89,3,65,Male,0.08,PayPal,North America,2024-10-28,2171.82
8292,Tablet,Electronics,72.02,4,50,Male,0.21,Credit Card,Europe,2024-09-03,227.58
8293,Headphones,Accessories,284.01,10,19,Male,0.22,Debit Card,South America,2023-05-04,2215.28
8294,Laptop,Electronics,932.53,9,55,Female,0.08,Debit Card,Asia,2023-05-25,7721.35
8295,Smartwatch,Electronics,1250.47,2,22,Female,0.26,Credit Card,Europe,2023-10-07,1850.7
8296,Tablet,Electronics,1031.37,5,50,Female,0.26,PayPal,South America,2023-02-25,3816.07
8297,Headphones,Accessories,1260.32,7,25,Female,0.04,PayPal,Asia,2023-07-29,8469.35
8298,Headphones,Accessories,907.18,5,64,Male,0.05,Bank Transfer,Asia,2024-06-23,4309.1
8299,Smartwatch,Electronics,768.93,4,40,Female,0.21,PayPal,Asia,2023-07-05,2429.82
8300,Smartphone,Electronics,507.52,3,48,Male,0.12,PayPal,South America,2023-01-22,1339.85
8301,Smartphone,Electronics,577.79,10,44,Male,0.11,Credit Card,Asia,2023-07-18,5142.33
8302,Smartwatch,Electronics,1022.62,4,23,Male,0.27,Debit Card,Africa,2024-08-28,2986.05
8303,Smartwatch,Electronics,343.24,5,24,Male,0.25,Debit Card,South America,2023-03-04,1287.15
8304,Smartwatch,Electronics,1382.89,6,64,Male,0.3,PayPal,Asia,2024-12-01,5808.14
8305,Smartwatch,Electronics,268.95,9,19,Male,0.06,Bank Transfer,Europe,2025-01-06,2275.32
8306,Headphones,Accessories,1442.58,8,26,Female,0.2,PayPal,North America,2023-02-07,9232.51
8307,Laptop,Electronics,440.43,5,65,Male,0.26,Credit Card,Europe,2023-10-15,1629.59
8308,Laptop,Electronics,1006.55,1,46,Male,0.13,Debit Card,Africa,2023-12-27,875.7
8309,Laptop,Electronics,94.4,3,34,Female,0.06,Credit Card,North America,2024-11-27,266.21
8310,Laptop,Electronics,458.53,3,24,Male,0.13,Debit Card,North America,2023-11-15,1196.76
8311,Laptop,Electronics,226.23,8,39,Male,0.08,Bank Transfer,Asia,2024-03-26,1665.05
8312,Tablet,Electronics,768.82,2,24,Female,0.04,Credit Card,Europe,2024-02-17,1476.13
8313,Smartwatch,Electronics,754.45,1,55,Male,0.24,PayPal,Asia,2024-10-25,573.38
8314,Smartphone,Electronics,408.62,6,59,Male,0.04,Debit Card,Africa,2023-01-26,2353.65
8315,Smartphone,Electronics,1244.8,9,20,Female,0.24,PayPal,Europe,2024-10-02,8514.43
8316,Smartphone,Electronics,847.1,3,58,Female,0.16,Bank Transfer,Asia,2023-10-09,2134.69
8317,Laptop,Electronics,1063.93,1,34,Female,0.23,Credit Card,North America,2024-10-06,819.23
8318,Headphones,Accessories,1406.77,10,38,Female,0.21,PayPal,North America,2024-11-26,11113.48
8319,Headphones,Accessories,680.34,6,59,Male,0.02,Bank Transfer,North America,2024-07-15,4000.4
8320,Smartwatch,Electronics,476.3,7,42,Male,0.1,Bank Transfer,Europe,2024-06-18,3000.69
8321,Smartwatch,Electronics,1437.57,5,27,Male,0.1,PayPal,South America,2024-11-21,6469.06
8322,Tablet,Electronics,66.12,2,55,Male,0.17,Credit Card,Africa,2024-03-17,109.76
8323,Headphones,Accessories,248.8,9,46,Female,0.21,Debit Card,Europe,2024-11-03,1768.97
8324,Tablet,Electronics,178.56,4,36,Male,0.26,Debit Card,South America,2024-10-16,528.54
8325,Smartphone,Electronics,1392.29,6,55,Male,0.01,Credit Card,Asia,2023-04-26,8270.2
8326,Smartwatch,Electronics,1035.25,8,34,Male,0.08,Credit Card,Asia,2023-05-13,7619.44
8327,Headphones,Accessories,996.81,7,40,Female,0.24,PayPal,Asia,2023-02-19,5303.03
8328,Smartphone,Electronics,1477.63,2,32,Female,0.15,Bank Transfer,North America,2023-07-25,2511.97
8329,Laptop,Electronics,431.73,2,32,Male,0.28,Credit Card,Europe,2025-02-07,621.69
8330,Tablet,Electronics,1388.49,4,37,Male,0.11,Credit Card,North America,2023-07-03,4943.02
8331,Smartwatch,Electronics,605.61,10,37,Male,0.06,Bank Transfer,Europe,2023-05-16,5692.73
